CFA,Q1,AGE13,PHD,CA9C,CA10C,CA11,CA12,SALPRSFIN,DIPL0,DIPL1,DIPL2a,DIPL2b,DIPL2c,DIPL3,DIPL4,DIPL5a,DIPL5b,DIPL6a,DIPL6b,DIPL6c,DIPL7
2,1,32,18L,4,4,6,6,1134,0,0,0,0,0,0,0,0,0,0,0,0,1
2,2,31,18L,4,4,6,6,3000,0,0,0,0,0,0,0,0,0,0,0,0,1
2,2,26,13L,7,7,6,6,2000,0,0,0,0,0,0,0,0,0,1,0,0,0
2,1,32,18M,2,9,4,5,1830,0,0,0,0,0,0,0,0,0,0,0,0,1
2,2,29,18L,4,4,6,6,2791.296875,0,0,0,0,0,0,0,0,0,0,0,0,1
2,2,28,18M,4,2,1,1,2300,0,0,0,0,0,0,0,0,0,0,0,0,1
2,2,26,18M,4,4,6,3,2292,0,0,0,0,0,0,0,0,0,0,0,0,1
2,2,26,13L,4,2,7,7,1842,0,0,0,0,0,0,0,0,0,1,0,0,0
2,2,27,18M,4,4,4,4,1800,0,0,0,0,0,0,0,0,0,0,0,0,1
2,2,30,13L,4,4,7,5,3375,0,0,0,0,0,0,0,0,0,1,0,0,0
2,1,27,10L,4,2,4,4,1200,0,0,0,0,0,0,0,0,1,0,0,0,0
2,2,27,18M,4,4,6,6,2300,0,0,0,0,0,0,0,0,0,0,0,0,1
2,2,27,18M,4,4,6,6,1892,0,0,0,0,0,0,0,0,0,0,0,0,1
2,1,26,05,5,2,1,3,1350,0,0,0,0,1,0,0,0,0,0,0,0,0
2,1,26,18M,4,3,4,4,3800,0,0,0,0,0,0,0,0,0,0,0,0,1
2,1,26,18M,3,4,1,5,1600,0,0,0,0,0,0,0,0,0,0,0,0,1
2,1,25,13M,4,4,6,6,1881,0,0,0,0,0,0,0,0,0,0,1,0,0
2,1,25,06T,5,2,2,1,2226,0,0,0,0,0,1,0,0,0,0,0,0,0
2,1,25,07T,5,4,7,5,1600,0,0,0,0,0,1,0,0,0,0,0,0,0
1,1,25,13M,4,2,6,1,2600,0,0,0,0,0,0,0,0,0,0,1,0,0
2,1,34,18M,4,3,6,5,1503,0,0,0,0,0,0,0,0,0,0,0,0,1
2,2,28,18M,4,4,6,6,1700,0,0,0,0,0,0,0,0,0,0,0,0,1
2,2,29,18L,4,9,5,5,1837.296875,0,0,0,0,0,0,0,0,0,0,0,0,1
2,2,27,17,4,4,6,6,3053,0,0,0,0,0,0,0,0,0,0,0,0,1
2,2,28,18M,5,9,1,3,2775,0,0,0,0,0,0,0,0,0,0,0,0,1
2,1,29,18M,4,4,3,5,2850,0,0,0,0,0,0,0,0,0,0,0,0,1
2,1,25,13M,4,9,3,1,2416.6875,0,0,0,0,0,0,0,0,0,0,1,0,0
2,1,28,18L,4,9,6,6,1982,0,0,0,0,0,0,0,0,0,0,0,0,1
2,1,34,18L,7,8,7,,1904,0,0,0,0,0,0,0,0,0,0,0,0,1
2,1,28,18L,4,2,6,6,3092,0,0,0,0,0,0,0,0,0,0,0,0,1
2,1,23,16,4,4,6,5,1755,0,0,0,0,0,0,0,0,0,0,0,1,0
2,1,28,18M,5,9,1,1,2350,0,0,0,0,0,0,0,0,0,0,0,0,1
2,1,27,18M,5,9,6,6,2200,0,0,0,0,0,0,0,0,0,0,0,0,1
2,1,30,18M,5,2,3,5,2924,0,0,0,0,0,0,0,0,0,0,0,0,1
2,1,28,13L,2,9,1,1,2060,0,0,0,0,0,0,0,0,0,1,0,0,0
2,2,33,13L,3,4,2,5,3568,0,0,0,0,0,0,0,0,0,1,0,0,0
2,2,27,18M,5,2,5,5,2500,0,0,0,0,0,0,0,0,0,0,0,0,1
2,1,35,18L,5,8,1,,1869,0,0,0,0,0,0,0,0,0,0,0,0,1
2,1,31,18M,4,9,1,7,2275,0,0,0,0,0,0,0,0,0,0,0,0,1
